Date,Open,y
03/01/24,139.610001,1
12/01/23,133.320007,0
09/01/23,138.429993,0
06/01/23,123.5,0
03/01/23,90.160004,0
12/01/22,101.400002,0
09/01/22,109.199997,0
06/01/22,114.931503,0
03/01/22,134.479996,0
12/01/21,144.212494,0
09/01/21,145.649994,0
06/01/21,121.099998,0
03/01/21,102.825996,0
12/01/20,88.718498,0
09/01/20,81.831497,0
06/01/20,70.919502,0
03/01/20,67.580498,0
12/01/19,65.050003,0
09/01/19,58.851501,0
06/01/19,53.275002,0
03/01/19,56.244999,0
12/01/18,56.157001,0
09/01/18,60.213501,0
06/01/18,54.967499,0
03/01/18,55.393501,0
12/01/17,50.790001,0
09/01/17,47.056499,0
06/01/17,48.447498,0
03/01/17,41.442501,0
12/01/16,37.872002,0
09/01/16,38.462502,0
06/01/16,36.726501,0
03/01/16,35.181,0
12/01/15,37.355499,0
09/01/15,30.118,0
06/01/15,26.8395,0
03/01/15,27.949764,0
12/01/14,26.871225,0
09/01/14,28.514214,0
06/01/14,27.958241,0
03/01/14,30.056091,0
12/01/13,26.488464,0
09/01/13,21.27924,0
06/01/13,21.7435,0
03/01/13,19.87052,0
12/01/12,17.490442,0
09/01/12,17.049843,0
06/01/12,14.24137,0
03/01/12,15.498408,0
12/01/11,14.943986,0
09/01/11,13.468268,0
06/01/11,13.151704,0
03/01/11,15.386826,0
12/01/10,14.02244,0
09/01/10,11.332025,0
06/01/10,11.965899,0
03/01/10,13.180596,0
12/01/09,14.648344,0
09/01/09,11.449086,0
06/01/09,10.429159,0
03/01/09,8.302132,0
12/01/08,7.140237,0
09/01/08,11.874741,1
06/01/08,14.50812,1
03/01/08,11.743732,0
12/01/07,17.210739,1
09/01/07,12.82742,0
06/01/07,12.478229,0
03/01/07,11.025424,0
12/01/06,12.104131,0
09/01/06,9.489182,0
06/01/06,9.303628,0
03/01/06,9.179593,0
12/01/05,10.191799,0
09/01/05,7.121059,0
06/01/05,7.053562,0
03/01/05,4.714579,0
12/01/04,4.531764,0
09/01/04,2.557912,0